6385,0.9999,0.0068,-0.0086,0.0004,1.0264,-0.0576,-0.0112,
6454,0.9753,-0.0330,-0.2186,0.0049,0.6597,-0.0547,0.7808,0.9998,0.0059,-0.0200,0.0008,1.0234,-0.0498,-0.0024,
6484,0.9747,-0.0335,-0.2211,0.0048,0.6621,-0.0396,0.7656,0.9995,0.0050,-0.0314,0.0012,1.0347,-0.0518,0.0029,
6514,0.9741,-0.0340,-0.2236,0.0048,0.6655,-0.0381,0.7676,0.9991,0.0041,-0.0427,0.0016,1.0220,-0.0454,-0.0068,
6544,0.9735,-0.0345,-0.2261,0.0047,0.6626,-0.0425,0.7690,0.9985,0.0032,-0.0540,0.0019,1.0337,-0.0469,-0.0078,
6574,0.9729,-0.0349,-0.2285,0.0046,0.6660,-0.0444,0.7646,0.9979,0.0023,-0.0653,0.0023,1.0225,-0.0420,-0.0195,
6603,0.9723,-0.0354,-0.2308,0.0045,0.6519,-0.0415,0.7710,0.9971,0.0014,-0.0765,0.0027,1.0288,-0.0542,-0.0146,
6633,0.9718,-0.0358,-0.2331,0.0045,0.6514,-0.0483,0.7744,0.9961,0.0005,-0.0878,0.0030,1.0269,-0.0630,-0.0107,
6662,0.9712,-0.0362,-0.2354,0.0044,0.6611,-0.0410,0.7520,0.9951,-0.0004,-0.0989,0.0033,1.0298,-0.0444,-0.0039,
6691,0.9707,-0.0366,-0.2376,0.0043,0.6689,-0.0420,0.7847,0.9939,-0.0013,-0.1100,0.0037,1.0332,-0.0479,-0.0054,
6724,0.9701,-0.0371,-0.2397,0.0042,0.6616,-0.0488,0.7642,0.9926,-0.0022,-0.1211,0.0040,1.0308,-0.0498,-0.0220,
6753,0.9696,-0.0375,-0.2418,0.0041,0.6592,-0.0420,0.7593,0.9912,-0.0031,-0.1320,0.0043,1.0381,-0.0425,-0.0117,
6787,0.9691,-0.0379,-0.2438,0.0040,0.6689,-0.0405,0.7788,0.9897,-0.0040,-0.1429,0.0046,1.0273,-0.0503,-0.0024,
6816,0.9686,-0.0382,-0.2458,0.0038,0.6592,-0.0391,0.7842,0.9881,-0.0049,-0.1537,0.0048,1.0347,-0.0474,-0.0039,
6847,0.9681,-0.0386,-0.2477,0.0037,0.6606,-0.0469,0.7671,0.9864,-0.0057,-0.1644,0.0051,1.0249,-0.0562,-0.0107,
6879,0.9676,-0.0390,-0.2496,0.0036,0.6660,-0.0488,0.7856,0.9845,-0.0066,-0.1750,0.0054,1.0244,-0.0405,-0.0117,
6908,0.9671,-0.0394,-0.2514,0.0035,0.6616,-0.0430,0.7769,0.9826,-0.0075,-0.1855,0.0056,1.0273,-0.0454,-0.0078,
6940,0.9666,-0.0398,-0.2532,0.0034,0.6626,-0.0439,0.7734,0.9806,-0.0083,-0.1959,0.0058,1.0229,-0.0435,-0.0039,
6969,0.9661,-0.0401,-0.2550,0.0033,0.6631,-0.0454,0.7744,0.9785,-0.0092,-0.2061,0.0061,1.0239,-0.0552,-0.0107,
7013,0.9656,-0.0405,-0.2568,0.0031,0.6641,-0.0439,0.7769,0.9763,-0.0100,-0.2163,0.0063,1.0322,-0.0552,-0.0107,
7072,0.9651,-0.0408,-0.2585,0.0030,0.6699,-0.0430,0.7734,0.9740,-0.0108,-0.2263,0.0065,1.0308,-0.0488,-0.0015,
7152,0.9647,-0.0411,-0.2602,0.0029,0.6479,-0.0430,0.7637,0.9716,-0.0117,-0.2362,0.0066,1.0269,-0.0435,-0.0127,
7211,0.9642,-0.0415,-0.2618,0.0027,0.6621,-0.0488,0.7734,0.9692,-0.0125,-0.2459,0.0068,1.0312,-0.0483,0.0073,
7290,0.9638,-0.0418,-0.2634,0.0026,0.6680,-0.0474,0.7686,0.9667,-0.0133,-0.2556,0.0070,1.0288,-0.0518,-0.0093,
7354,0.9634,-0.0421,-0.2649,0.0024,0.6567,-0.0430,0.7710,0.9641,-0.0141,-0.2651,0.0071,1.0269,-0.0405,-0.0166,
7434,0.9629,-0.0425,-0.2664,0.0023,0.6655,-0.0439,0.7661,0.9615,-0.0149,-0.2745,0.0073,1.0273,-0.0439,0.0000,
7493,0.9625,-0.0428,-0.2678,0.0022,0.6597,-0.0400,0.7744,0.9587,-0.0157,-0.2838,0.0074,1.0293,-0.0479,-0.0068,
7553,0.9621,-0.0431,-0.2693,0.0020,0.6582,-0.0420,0.7529,0.9560,-0.0165,-0.2928,0.0075,1.0215,-0.0557,-0.0044,
7582,0.9617,-0.0434,-0.2707,0.0019,0.6631,-0.0464,0.7627,0.9532,-0.0173,-0.3018,0.0077,1.0303,-0.0391,-0.0205,
7636,0.9613,-0.0437,-0.2721,0.0017,0.6660,-0.0444,0.7798,0.9503,-0.0180,-0.3106,0.0078,1.0332,-0.0581,-0.0195,
7700,0.9609,-0.0440,-0.2735,0.0015,0.6528,-0.0415,0.7886,0.9474,-0.0188,-0.3193,0.0079,1.0312,-0.0518,0.0020,
7779,0.9605,-0.0443,-0.2747,0.0014,0.6636,-0.0425,0.7812,0.9445,-0.0195,-0.3278,0.0080,1.0298,-0.0518,-0.0073,
7839,0.9601,-0.0446,-0.2760,0.0012,0.6519,-0.0347,0.7534,0.9416,-0.0203,-0.3361,0.0080,1.0278,-0.0537,-0.0054,
7918,0.9597,-0.0449,-0.2773,0.0011,0.6733,-0.0356,0.7622,0.9386,-0.0210,-0.3444,0.0081,1.0234,-0.0479,-0.0093,
7977,0.9594,-0.0451,-0.2786,0.0009,0.6636,-0.0449,0.7617,0.9356,-0.0218,-0.3524,0.0082,1.0308,-0.0610,-0.0181,
8057,0.9590,-0.0454,-0.2798,0.0007,0.6724,-0.0396,0.7754,0.9325,-0.0225,-0.3603,0.0082,1.0288,-0.0449,0.0015,
8118,0.9586,-0.0456,-0.2809,0.0005,0.6494,-0.0479,0.7695,0.9295,-0.0232,-0.3681,0.0083,1.0347,-0.0488,-0.0103,
8198,0.9583,-0.0459,-0.2820,0.0004,0.6587,-0.0391,0.7798,0.9264,-0.0239,-0.3758,0.0083,1.0220,-0.0454,-0.0029,
8258,0.9580,-0.0461,-0.2831,0.0002,0.6650,-0.0464,0.7690,0.9233,-0.0245,-0.3833,0.0083,1.0415,-0.0513,-0.0161,
8339,0.9576,-0.0464,-0.2842,0.0000,0.6548,-0.0420,0.7734,0.9202,-0.0252,-0.3906,0.0083,1.0220,-0.0503,-0.0132,
8399,0.9573,-0.0466,-0.2853,-0.0001,0.6602,-0.0396,0.7744,0.9171,-0.0258,-0.3977,0.0083,1.0298,-0.0444,-0.0015,
8429,0.9570,-0.0468,-0.2863,-0.0003,0.6548,-0.0435,0.7656,0.9140,-0.0264,-0.4048,0.0083,1.0234,-0.0542,-0.0112,
8624,0.9567,-0.0471,-0.2873,-0.0005,0.6606,-0.0474,0.7793,0.9109,-0.0270,-0.4116,0.0083,1.0391,-0.0498,-0.0088,
