7866,1.0000,0.0076,0.0008,0.0001,1.0347,-0.0479,-0.0166,
7934,0.9756,-0.0325,-0.2173,0.0051,0.6646,-0.0439,0.7812,1.0000,0.0074,-0.0011,0.0001,1.0312,-0.0464,-0.0068,
7963,0.9755,-0.0326,-0.2177,0.0051,0.6650,-0.0317,0.7739,1.0000,0.0073,-0.0030,0.0002,1.0312,-0.0479,-0.0063,
7993,0.9754,-0.0326,-0.2182,0.0051,0.6660,-0.0361,0.7568,1.0000,0.0071,-0.0049,0.0003,1.0298,-0.0522,-0.0205,
8022,0.9753,-0.0327,-0.2186,0.0051,0.6655,-0.0356,0.7725,1.0000,0.0070,-0.0068,0.0003,1.0303,-0.0566,-0.0034,
8054,0.9751,-0.0328,-0.2190,0.0051,0.6694,-0.0498,0.7627,0.9999,0.0068,-0.0087,0.0004,1.0234,-0.0576,-0.0068,
8083,0.9750,-0.0329,-0.2195,0.0050,0.6680,-0.0425,0.7686,
8152,0.9963,0.0006,-0.0859,0.0029,1.0327,-0.0610,-0.0044,
8220,0.9710,-0.0361,-0.2363,0.0045,0.6694,-0.0356,0.7681,0.9961,0.0004,-0.0878,0.0030,1.0249,-0.0459,-0.0103,
8250,0.9709,-0.0362,-0.2366,0.0045,0.6626,-0.0337,0.7734,0.9960,0.0002,-0.0896,0.0030,1.0176,-0.0586,-0.0127,
8278,0.9708,-0.0362,-0.2370,0.0045,0.6616,-0.0420,0.7686,0.9958,0.0001,-0.0915,0.0030,1.0210,-0.0586,-0.0122,
8307,0.9707,-0.0363,-0.2373,0.0045,0.6616,-0.0405,0.7705,0.9956,-0.0001,-0.0933,0.0031,1.0239,-0.0532,-0.0176,
8338,0.9707,-0.0364,-0.2377,0.0044,0.6582,-0.0361,0.7603,0.9955,-0.0002,-0.0951,0.0031,1.0181,-0.0469,-0.0112,
8367,0.9706,-0.0364,-0.2380,0.0044,0.6582,-0.0327,0.7529,
8435,0.9852,-0.0065,-0.1710,0.0051,0.9893,-0.0547,-0.0093,
8503,0.9669,-0.0393,-0.2521,0.0037,0.6343,-0.0449,0.7554,0.9849,-0.0067,-0.1727,0.0051,1.0391,-0.0522,-0.0225,
8533,0.9668,-0.0393,-0.2524,0.0037,0.6538,-0.0303,0.7617,
8606,0.9773,-0.0099,-0.2117,0.0060,1.0210,-0.0469,-0.0254,
8675,0.9648,-0.0408,-0.2598,0.0033,0.6772,-0.0508,0.7646,0.9769,-0.0100,-0.2135,0.0061,1.0234,-0.0571,-0.0361,
8703,0.9647,-0.0408,-0.2602,0.0033,0.6807,-0.0454,0.7632,0.9765,-0.0102,-0.2152,0.0061,1.0186,-0.0557,-0.0396,
8732,0.9646,-0.0409,-0.2605,0.0033,0.6733,-0.0488,0.7690,0.9761,-0.0103,-0.2168,0.0061,1.0210,-0.0532,-0.0181,
8761,0.9645,-0.0410,-0.2608,0.0032,0.6650,-0.0449,0.7559,0.9758,-0.0105,-0.2184,0.0062,1.0161,-0.0454,-0.0044,
8790,0.9644,-0.0410,-0.2611,0.0032,0.6626,-0.0479,0.7881,0.9754,-0.0106,-0.2200,0.0062,1.0244,-0.0474,0.0112,
8820,0.9644,-0.0411,-0.2613,0.0032,0.6621,-0.0449,0.7666,
8891,0.9577,-0.0163,-0.2872,0.0074,1.0317,-0.0552,-0.0176,
8959,0.9614,-0.0434,-0.2719,0.0022,0.6636,-0.0410,0.7788,0.9573,-0.0164,-0.2887,0.0074,1.0225,-0.0527,-0.0229,
8987,0.9613,-0.0434,-0.2721,0.0022,0.6670,-0.0400,0.7773,0.9568,-0.0166,-0.2902,0.0075,1.0259,-0.0596,-0.0088,
9018,0.9612,-0.0434,-0.2723,0.0022,0.6577,-0.0464,0.7666,0.9564,-0.0167,-0.2916,0.0075,1.0269,-0.0562,-0.0112,
9047,0.9612,-0.0435,-0.2725,0.0021,0.6636,-0.0474,0.7661,0.9559,-0.0169,-0.2931,0.0075,1.0342,-0.0527,0.0000,
9075,0.9611,-0.0436,-0.2727,0.0021,0.6592,-0.0488,0.7637,0.9554,-0.0170,-0.2946,0.0075,1.0317,-0.0352,-0.0103,
9104,0.9610,-0.0436,-0.2729,0.0021,0.6646,-0.0469,0.7769,
9176,0.9349,-0.0221,-0.3540,0.0081,1.0229,-0.0513,-0.0107,
9244,0.9584,-0.0456,-0.2818,0.0010,0.6484,-0.0444,0.7832,0.9344,-0.0222,-0.3554,0.0081,1.0361,-0.0425,0.0020,
9272,0.9583,-0.0457,-0.2820,0.0010,0.6777,-0.0425,0.7734,0.9339,-0.0223,-0.3567,0.0081,1.0386,-0.0552,-0.0132,
9303,0.9583,-0.0457,-0.2822,0.0009,0.6562,-0.0459,0.7827,0.9334,-0.0225,-0.3580,0.0081,1.0371,-0.0469,-0.0024,
9332,0.9582,-0.0458,-0.2824,0.0009,0.6763,-0.0400,0.7603,0.9329,-0.0226,-0.3594,0.0081,1.0308,-0.0581,0.0005,
9360,0.9581,-0.0458,-0.2826,0.0009,0.6577,-0.0430,0.7607,0.9324,-0.0227,-0.3607,0.0081,1.0327,-0.0488,-0.0244,
9389,0.9581,-0.0459,-0.2828,0.0009,0.6602,-0.0425,0.7769,
9458,0.9108,-0.0274,-0.4119,0.0082,1.0161,-0.0464,0.0000,
9527,0.9558,-0.0476,-0.2901,-0.0004,0.6621,-0.0479,0.7656,0.9103,-0.0275,-0.4130,0.0082,1.0229,-0.0400,-0.0063,
9555,0.9557,-0.0476,-0.2903,-0.0004,0.6699,-0.0356,0.7759,0.9098,-0.0275,-0.4141,0.0082,1.0337,-0.0503,-0.0215,
9594,0.9557,-0.0476,-0.2905,-0.0004,0.6616,-0.0474,0.7759,0.9092,-0.0277,-0.4153,0.0082,1.0269,-0.0488,0.0000,
9623,0.9556,-0.0477,-0.2906,-0.0004,0.6699,-0.0439,0.7822,0.9087,-0.0278,-0.4164,0.0082,1.0322,-0.0566,-0.0132,
9661,
9770,0.9544,-0.0486,-0.2946,-0.0013,0.6553,-0.0459,0.7773,0.8833,-0.0326,-0.4676,0.0076,1.0332,-0.0615,-0.0127,
9799,0.9543,-0.0487,-0.2947,-0.0013,0.6680,-0.0425,0.7661,0.8828,-0.0327,-0.4685,0.0076,1.0303,-0.0435,-0.0107,
