44405,0.9322,-0.0600,-0.3422,-0.1017,0.6621,-0.0430,0.7690,0.6964,-0.1419,-0.6953,-0.1074,1.0308,-0.0576,-0.0122,
44505,0.9322,-0.0600,-0.3421,-0.1017,0.6562,-0.0410,0.7671,0.6964,-0.1419,-0.6953,-0.1073,1.0244,-0.0479,-0.0146,
44605,0.9322,-0.0599,-0.3420,-0.1017,0.6616,-0.0449,0.7798,0.6964,-0.1419,-0.6952,-0.1074,1.0298,-0.0508,0.0010,
44706,0.9323,-0.0599,-0.3420,-0.1017,0.6562,-0.0405,0.7690,0.6964,-0.1419,-0.6952,-0.1074,1.0234,-0.0479,-0.0132,
44805,0.9323,-0.0598,-0.3420,-0.1017,0.6655,-0.0352,0.7715,0.6964,-0.1419,-0.6952,-0.1074,1.0308,-0.0513,-0.0059,
44906,0.9323,-0.0598,-0.3420,-0.1017,0.6689,-0.0459,0.7739,0.6964,-0.1419,-0.6953,-0.1073,1.0229,-0.0576,-0.0024,
45005,0.9323,-0.0598,-0.3419,-0.1017,0.6592,-0.0552,0.7710,0.6964,-0.1420,-0.6953,-0.1073,1.0215,-0.0552,-0.0088,
45105,0.9323,-0.0599,-0.3420,-0.1017,0.6597,-0.0420,0.7661,0.6964,-0.1420,-0.6952,-0.1073,1.0352,-0.0498,-0.0020,
45205,0.9323,-0.0598,-0.3420,-0.1017,0.6611,-0.0356,0.7676,0.6964,-0.1420,-0.6952,-0.1073,1.0298,-0.0537,-0.0112,
45305,0.9323,-0.0598,-0.3420,-0.1017,0.6621,-0.0342,0.7725,0.6965,-0.1420,-0.6952,-0.1074,1.0293,-0.0425,-0.0020,
45405,0.9322,-0.0598,-0.3421,-0.1017,0.6665,-0.0400,0.7729,0.6964,-0.1419,-0.6952,-0.1074,1.0288,-0.0469,-0.0117,
45505,0.9323,-0.0598,-0.3420,-0.1016,0.6548,-0.0366,0.7715,0.6965,-0.1420,-0.6952,-0.1074,1.0273,-0.0474,-0.0107,
45605,0.9322,-0.0599,-0.3421,-0.1016,0.6616,-0.0342,0.7866,0.6965,-0.1419,-0.6952,-0.1074,1.0283,-0.0508,0.0024,
45705,0.9322,-0.0598,-0.3421,-0.1017,0.6519,-0.0522,0.7725,0.6964,-0.1419,-0.6952,-0.1074,1.0308,-0.0508,0.0010,
45805,0.9322,-0.0598,-0.3421,-0.1017,0.6655,-0.0381,0.7607,0.6963,-0.1419,-0.6953,-0.1074,1.0312,-0.0479,-0.0112,
