115602,0.9321,-0.0599,-0.3427,-0.1009,0.6602,-0.0400,0.7773,0.6094,-0.3853,-0.5962,-0.3532,1.0234,-0.0469,-0.0151
115702,0.9321,-0.0599,-0.3428,-0.1009,0.6660,-0.0464,0.7734,0.6094,-0.3854,-0.5962,-0.3531,1.0249,-0.0483,-0.0073
115801,0.9321,-0.0599,-0.3428,-0.1009,0.6636,-0.0454,0.7622,0.6094,-0.3853,-0.5962,-0.3532,1.0337,-0.0479,-0.0122
115902,0.9320,-0.0599,-0.3429,-0.1009,0.6694,-0.0498,0.7734,0.6095,-0.3853,-0.5961,-0.3532,1.0269,-0.0483,-0.0225
116001,0.9320,-0.0599,-0.3429,-0.1009,0.6655,-0.0430,0.7671,0.6093,-0.3853,-0.5962,-0.3532,1.0347,-0.0439,-0.0059
116102,0.9320,-0.0599,-0.3428,-0.1009,0.6616,-0.0391,0.7710,0.6094,-0.3853,-0.5961,-0.3532,1.0317,-0.0425,-0.0020
116202,0.9321,-0.0598,-0.3428,-0.1009,0.6533,-0.0386,0.7646,0.6095,-0.3853,-0.5961,-0.3532,1.0288,-0.0464,0.0059
116302,0.9321,-0.0598,-0.3428,-0.1009,0.6641,-0.0400,0.7666,0.6094,-0.3853,-0.5962,-0.3532,1.0303,-0.0410,-0.0151
116402,0.9321,-0.0598,-0.3427,-0.1009,0.6689,-0.0391,0.7671,0.6094,-0.3853,-0.5962,-0.3532,1.0269,-0.0557,-0.0107
116502,0.9320,-0.0599,-0.3428,-0.1009,0.6631,-0.0381,0.7705,0.6094,-0.3853,-0.5962,-0.3532,1.0273,-0.0513,-0.0078
116602,0.9321,-0.0598,-0.3428,-0.1009,0.6641,-0.0415,0.7632,0.6094,-0.3853,-0.5962,-0.3531,1.0303,-0.0513,-0.0039
116701,0.9321,-0.0598,-0.3428,-0.1009,0.6641,-0.0464,0.7725,0.6094,-0.3853,-0.5962,-0.3531,1.0269,-0.0518,-0.0132,,116801,0.9320,-0.0598,-0.3428,-0.1009,0.6562,-0.0469,0.7627,0.6094,-0.3853,-0.5963,-0.3531,1.0317,-0.0503,-0.0059
116901,0.9321,-0.0598,-0.3428,-0.1009,0.6587,-0.0444,0.7666,0.6095,-0.3853,-0.5962,-0.3531,1.0317,-0.0532,-0.0044
117002,0.9320,-0.0599,-0.3428,-0.1008,0.6743,-0.0488,0.7710,0.6095,-0.3852,-0.5962,-0.3532,1.0308,-0.0420,-0.0029
117101,0.9320,-0.0599,-0.3429,-0.1008,0.6582,-0.0342,0.7676,0.6096,-0.3852,-0.5961,-0.3532,1.0205,-0.0527,-0.0078
117202,0.9320,-0.0599,-0.3429,-0.1008,0.6704,-0.0356,0.7676,0.6095,-0.3852,-0.5961,-0.3532,1.0239,-0.0522,0.0059
117303,0.9320,-0.0598,-0.3429,-0.1008,0.6675,-0.0381,0.7656,0.6095,-0.3852,-0.5961,-0.3532,1.0303,-0.0498,-0.0078
117402,0.9321,-0.0599,-0.3428,-0.1008,0.6602,-0.0430,0.7642,0.6095,-0.3852,-0.5962,-0.3531,1.0361,-0.0391,-0.0181
117502,0.9321,-0.0599,-0.3428,-0.1008,0.6709,-0.0454,0.7695,0.6095,-0.3853,-0.5962,-0.3531,1.0273,-0.0513,-0.0200
117601,0.9321,-0.0599,-0.3428,-0.1008,0.6641,-0.0464,0.7671,0.6095,-0.3853,-0.5962,-0.3531,1.0269,-0.0522,-0.0083
117702,0.9321,-0.0599,-0.3428,-0.1008,0.6602,-0.0522,0.7637,0.6095,-0.3853,-0.5961,-0.3531,1.0273,-0.0469,0.0000
117802,0.9321,-0.0599,-0.3428,-0.1008,0.6699,-0.0454,0.7832,0.6096,-0.3853,-0.5961,-0.3531,1.0288,-0.0444,-0.0083
117901,0.9321,-0.0599,-0.3428,-0.1008,0.6655,-0.0493,0.7642,0.6096,-0.3853,-0.5961,-0.3531,1.0269,-0.0469,-0.0103
118002,0.9321,-0.0599,-0.3428,-0.1008,0.6606,-0.0444,0.7666,0.6095,-0.3853,-0.5961,-0.3531,1.0298,-0.0498,0.0103
118102,0.9320,-0.0600,-0.3429,-0.1008,0.6631,-0.0474,0.7690,0.6096,-0.3853,-0.5961,-0.3530,1.0225,-0.0449,0.0044
118202,0.9321,-0.0600,-0.3428,-0.1008,0.6626,-0.0391,0.7739,0.6096,-0.3853,-0.5961,-0.3530,1.0337,-0.0581,-0.0210
118302,0.9321,-0.0599,-0.3428,-0.1008,0.6641,-0.0522,0.7656,0.6095,-0.3852,-0.5962,-0.3531,1.0337,-0.0464,-0.0117
118402,0.9320,-0.0599,-0.3429,-0.1008,0.6592,-0.0562,0.7754,0.6095,-0.3852,-0.5961,-0.3531,1.0283,-0.0508,-0.0103
118502,0.9320,-0.0599,-0.3429,-0.1008,0.6592,-0.0400,0.7681,0.6095,-0.3852,-0.5962,-0.3531,1.0322,-0.0459,-0.0225
118601,0.9320,-0.0599,-0.3429,-0.1008,0.6611,-0.0425,0.7705,0.6094,-0.3853,-0.5963,-0.3530,1.0273,-0.0469,-0.0078
118702,0.9320,-0.0599,-0.3430,-0.1008,0.6626,-0.0488,0.7715,0.6095,-0.3853,-0.5962,-0.3530,1.0239,-0.0459,0.0000
118802,0.9320,-0.0600,-0.3429,-0.1008,0.6606,-0.0415,0.7690,0.6095,-0.3853,-0.5962,-0.3530,1.0181,-0.0508,-0.0059
118902,0.9320,-0.0599,-0.3428,-0.1008,0.6675,-0.0371,0.7754,0.6096,-0.3852,-0.5961,-0.3531,1.0337,-0.0547,-0.0059
119002,0.9321,-0.0599,-0.3427,-0.1008,0.6577,-0.0420,0.7778,0.6095,-0.3852,-0.5962,-0.3531,1.0283,-0.0439,-0.0029
119102,0.9321,-0.0599,-0.3427,-0.1008,0.6582,-0.0513,0.7793,0.6096,-0.3851,-0.5962,-0.3531,1.0332,-0.0464,-0.0063
119202,0.9321,-0.0599,-0.3427,-0.1008,0.6699,-0.0527,0.7622,0.6096,-0.3851,-0.5962,-0.3531,1.0273,-0.0371,-0.0039
119302,0.9321,-0.0599,-0.3428,-0.1008,0.6670,-0.0439,0.7578,0.6094,-0.3852,-0.5963,-0.3530,1.0244,-0.0513,-0.0039
119402,0.9321,-0.0598,-0.3428,-0.1008,0.6572,-0.0464,0.7725,0.6094,-0.3852,-0.5964,-0.3530,1.0239,-0.0435,-0.0146
119501,0.9321,-0.0599,-0.3428,-0.1008,0.6680,-0.0352,0.7656,0.6093,-0.3852,-0.5964,-0.3530,1.0293,-0.0503,-0.0073
119602,0.9321,-0.0599,-0.3428,-0.1008,0.6611,-0.0454,0.7612,0.6094,-0.3852,-0.5963,-0.3530,1.0278,-0.0439,0.0049
119701,0.9321,-0.0599,-0.3428,-0.1008,0.6689,-0.0430,0.7808,0.6094,-0.3852,-0.5964,-0.3530,1.0215,-0.0503,-0.0029
119801,0.9321,-0.0599,-0.3428,-0.1008,0.6582,-0.0449,0.7729,0.6095,-0.3851,-0.5963,-0.3531,1.0649,-0.0791,-0.0376
119901,0.9321,-0.0598,-0.3428,-0.1008,0.6538,-0.0400,0.7710,0.6095,-0.3852,-0.5963,-0.3530,1.0249,-0.0488,-0.0210
